% Moku:Pro Spectrum Analyzer
% Input A
% Input B
% Start freq 1.000 kHz, stop freq 50.000 kHz, RBW 98.71 Hz (Manual mode), Blackman-Harris window, Video filter off
% Averaging: 4 spectra per frame, 51 frame averages
% Output A (off) - 10.000 000 000 000 MHz, 1.000 Vpp
% Output B (off) - 20.000 000 000 000 MHz, 1.000 Vpp
% Internal 10 MHz clock
% Acquired 2024-04-22 T 11:29:17 -0700
% Frequency (Hz), Input A (V/rtHz)
3.576833450307e+04, 3.729405e-07
3.581724087827e+04, 3.684658e-07
3.586614725347e+04, 3.844476e-07
3.591505362867e+04, 3.946792e-07
3.596396000387e+04, 3.929177e-07
3.601286637907e+04, 3.872890e-07
3.606177275427e+04, 4.123888e-07
3.611067912947e+04, 4.504739e-07
3.615958550467e+04, 4.702419e-07
3.620849187987e+04, 4.655041e-07
3.625739825507e+04, 4.533017e-07
3.630630463027e+04, 4.464987e-07
3.635521100547e+04, 4.257520e-07
3.640411738067e+04, 4.144270e-07
3.645302375588e+04, 4.263459e-07
3.650193013108e+04, 4.157296e-07
3.655083650628e+04, 3.911090e-07
3.659974288148e+04, 3.833880e-07
3.664864925668e+04, 3.869988e-07
3.669755563188e+04, 3.959008e-07
3.674646200708e+04, 3.953069e-07
3.679536838228e+04, 3.991809e-07
3.684427475748e+04, 3.906028e-07
3.689318113268e+04, 3.800068e-07
3.694208750788e+04, 3.938289e-07
3.699099388308e+04, 3.934374e-07
3.703990025828e+04, 3.766660e-07
3.708880663348e+04, 3.731564e-07
3.713771300868e+04, 3.846029e-07
3.718661938388e+04, 3.810191e-07
3.723552575908e+04, 3.765647e-07
3.728443213428e+04, 3.812013e-07
3.733333850948e+04, 3.962315e-07
3.738224488468e+04, 3.892867e-07
3.743115125988e+04, 3.777053e-07
3.748005763508e+04, 3.610688e-07
3.752896401028e+04, 3.651858e-07
3.757787038548e+04, 3.772801e-07
3.762677676068e+04, 3.620137e-07
3.767568313588e+04, 3.639709e-07
3.772458951108e+04, 3.784882e-07
3.777349588628e+04, 4.028929e-07
3.782240226148e+04, 4.135497e-07
3.787130863668e+04, 4.322176e-07
3.792021501188e+04, 4.393986e-07
3.796912138709e+04, 4.352817e-07
3.801802776229e+04, 4.356934e-07
3.806693413749e+04, 4.135227e-07
3.811584051269e+04, 4.141031e-07
3.816474688789e+04, 4.103304e-07
3.821365326309e+04, 4.042562e-07
3.826255963829e+04, 4.075295e-07
3.831146601349e+04, 3.812418e-07
3.836037238869e+04, 3.710237e-07
3.840927876389e+04, 3.815388e-07
3.845818513909e+04, 3.939368e-07
3.850709151429e+04, 3.893745e-07
3.855599788949e+04, 3.672442e-07
3.860490426469e+04, 3.600430e-07
3.865381063989e+04, 3.833610e-07
3.870271701509e+04, 3.817615e-07
3.875162339029e+04, 3.880112e-07
3.880052976549e+04, 3.926883e-07
3.884943614069e+04, 3.980538e-07
3.889834251589e+04, 4.073270e-07
3.894724889109e+04, 3.991201e-07
3.899615526629e+04, 3.693365e-07
3.904506164149e+04, 3.488935e-07
3.909396801669e+04, 3.617977e-07
3.914287439189e+04, 3.626549e-07
3.919178076709e+04, 3.597123e-07
3.924068714229e+04, 3.718809e-07
3.928959351749e+04, 3.642342e-07
3.933849989269e+04, 3.499666e-07
3.938740626789e+04, 3.456405e-07
3.943631264309e+04, 3.393571e-07
3.948521901830e+04, 3.323583e-07
3.953412539350e+04, 3.432378e-07
3.958303176870e+04, 3.533142e-07
3.963193814390e+04, 3.460319e-07
3.968084451910e+04, 3.443986e-07
3.972975089430e+04, 3.322908e-07
3.977865726950e+04, 3.291592e-07
3.982756364470e+04, 3.348757e-07
3.987647001990e+04, 3.404774e-07
3.992537639510e+04, 3.390466e-07
3.997428277030e+04, 3.245833e-07
4.002318914550e+04, 3.216137e-07
4.007209552070e+04, 3.271142e-07
4.012100189590e+04, 3.254000e-07
4.016990827110e+04, 3.279849e-07
4.021881464630e+04, 3.319601e-07
4.026772102150e+04, 3.280929e-07
4.031662739670e+04, 3.240029e-07
4.036553377190e+04, 3.274922e-07
4.041444014710e+04, 3.336946e-07
4.046334652230e+04, 3.374673e-07
4.051225289750e+04, 3.520318e-07
4.056115927270e+04, 3.630666e-07
4.061006564790e+04, 3.267363e-07
4.065897202310e+04, 3.010223e-07
4.070787839830e+04, 3.056184e-07
4.075678477350e+04, 3.243404e-07
4.080569114870e+04, 3.355708e-07
4.085459752390e+04, 3.286530e-07
4.090350389910e+04, 3.189276e-07
4.095241027430e+04, 3.109907e-07
4.100131664950e+04, 3.048895e-07
4.105022302471e+04, 3.222751e-07
4.109912939991e+04, 3.166869e-07
4.114803577511e+04, 3.073597e-07
4.119694215031e+04, 3.305630e-07
4.124584852551e+04, 3.455325e-07
4.129475490071e+04, 3.263786e-07
4.134366127591e+04, 3.277756e-07
4.139256765111e+04, 3.421512e-07
4.144147402631e+04, 3.326552e-07
4.149038040151e+04, 3.383514e-07
4.153928677671e+04, 3.181245e-07
4.158819315191e+04, 3.168286e-07
4.163709952711e+04, 3.263988e-07
4.168600590231e+04, 3.231795e-07
4.173491227751e+04, 3.246306e-07
4.178381865271e+04, 3.284910e-07
4.183272502791e+04, 3.262369e-07
4.188163140311e+04, 3.200817e-07
4.193053777831e+04, 3.144192e-07
4.197944415351e+04, 3.254405e-07
4.202835052871e+04, 3.340320e-07
4.207725690391e+04, 3.413278e-07
4.212616327911e+04, 3.383312e-07
4.217506965431e+04, 3.365224e-07
4.222397602951e+04, 3.380612e-07
4.227288240471e+04, 3.281063e-07
4.232178877991e+04, 3.193663e-07
4.237069515511e+04, 3.110582e-07
4.241960153031e+04, 3.200952e-07
4.246850790551e+04, 3.297059e-07
4.251741428071e+04, 3.230175e-07
4.256632065592e+04, 3.065768e-07
4.261522703112e+04, 3.012720e-07
4.266413340632e+04, 3.022574e-07
4.271303978152e+04, 3.077511e-07
4.276194615672e+04, 3.110447e-07
4.281085253192e+04, 3.065970e-07
4.285975890712e+04, 3.073867e-07
4.290866528232e+04, 3.130762e-07
4.295757165752e+04, 3.435685e-07
4.300647803272e+04, 3.522208e-07
4.305538440792e+04, 3.274517e-07
4.310429078312e+04, 3.060571e-07
4.315319715832e+04, 3.125362e-07
4.320210353352e+04, 3.185159e-07
4.325100990872e+04, 3.340185e-07
4.329991628392e+04, 3.354156e-07
4.334882265912e+04, 3.224439e-07
4.339772903432e+04, 3.085138e-07
4.344663540952e+04, 3.005769e-07
4.349554178472e+04, 3.006511e-07
4.354444815992e+04, 3.000369e-07
4.359335453512e+04, 3.034790e-07
4.364226091032e+04, 3.228758e-07
4.369116728552e+04, 3.207026e-07
4.374007366072e+04, 3.089727e-07
4.378898003592e+04, 3.091752e-07
4.383788641112e+04, 3.092292e-07
4.388679278632e+04, 3.029660e-07
4.393569916152e+04, 3.078929e-07
4.398460553672e+04, 3.278499e-07
4.403351191192e+04, 3.255822e-07
4.408241828713e+04, 3.112741e-07
4.413132466233e+04, 3.131909e-07
4.418023103753e+04, 3.144260e-07
4.422913741273e+04, 3.119221e-07
4.427804378793e+04, 3.216677e-07
4.432695016313e+04, 3.242864e-07
4.437585653833e+04, 3.389386e-07
4.442476291353e+04, 3.311029e-07
4.447366928873e+04, 3.262841e-07
4.452257566393e+04, 3.289702e-07
4.457148203913e+04, 3.522208e-07
4.462038841433e+04, 3.690057e-07
4.466929478953e+04, 3.641599e-07
4.471820116473e+04, 3.469903e-07
4.476710753993e+04, 3.346395e-07
4.481601391513e+04, 3.266890e-07
4.486492029033e+04, 3.209591e-07
4.491382666553e+04, 3.238342e-07
4.496273304073e+04, 3.358273e-07
4.501163941593e+04, 3.412063e-07
4.506054579113e+04, 3.451680e-07
4.510945216633e+04, 3.342480e-07
4.515835854153e+04, 3.391343e-07
4.520726491673e+04, 3.439464e-07
4.525617129193e+04, 3.347407e-07
4.530507766713e+04, 3.402344e-07
4.535398404233e+04, 3.577888e-07
4.540289041753e+04, 3.799527e-07
4.545179679273e+04, 4.028051e-07
4.550070316793e+04, 3.929042e-07
4.554960954313e+04, 3.673792e-07
4.559851591834e+04, 3.536718e-07
4.564742229354e+04, 3.473750e-07
4.569632866874e+04, 3.361647e-07
4.574523504394e+04, 3.291390e-07
4.579414141914e+04, 3.383987e-07
4.584304779434e+04, 3.361377e-07
4.589195416954e+04, 3.434605e-07
4.594086054474e+04, 3.543468e-07
4.598976691994e+04, 3.511612e-07
4.603867329514e+04, 3.516674e-07
4.608757967034e+04, 3.330062e-07
4.613648604554e+04, 3.146824e-07
4.618539242074e+04, 3.204056e-07
4.623429879594e+04, 3.489745e-07
4.628320517114e+04, 3.623647e-07
4.633211154634e+04, 3.774758e-07
4.638101792154e+04, 4.110525e-07
4.642992429674e+04, 4.317789e-07
4.647883067194e+04, 4.212908e-07
4.652773704714e+04, 3.881394e-07
4.657664342234e+04, 3.565470e-07
4.662554979754e+04, 3.376833e-07
4.667445617274e+04, 3.127185e-07
4.672336254794e+04, 3.197577e-07
4.677226892314e+04, 3.347204e-07
4.682117529834e+04, 3.359015e-07
4.687008167354e+04, 3.332221e-07
4.691898804874e+04, 3.319803e-07
4.696789442394e+04, 3.353549e-07
4.701680079914e+04, 3.289365e-07
4.706570717434e+04, 3.306238e-07
4.711461354955e+04, 3.405989e-07
4.716351992475e+04, 3.488868e-07
4.721242629995e+04, 3.489137e-07
4.726133267515e+04, 3.615548e-07
4.731023905035e+04, 3.685131e-07
4.735914542555e+04, 3.597865e-07
4.740805180075e+04, 3.636065e-07
4.745695817595e+04, 3.560880e-07
4.750586455115e+04, 3.468080e-07
4.755477092635e+04, 3.558585e-07
4.760367730155e+04, 3.550149e-07
4.765258367675e+04, 3.407474e-07
4.770149005195e+04, 3.335798e-07
4.775039642715e+04, 3.397148e-07
4.779930280235e+04, 3.333571e-07
4.784820917755e+04, 3.192583e-07
4.789711555275e+04, 3.139940e-07
4.794602192795e+04, 3.155193e-07
4.799492830315e+04, 3.226463e-07
4.804383467835e+04, 3.213708e-07
4.809274105355e+04, 3.049300e-07
4.814164742875e+04, 3.032292e-07
4.819055380395e+04, 3.138928e-07
4.823946017915e+04, 3.089120e-07
4.828836655435e+04, 2.969594e-07
4.833727292955e+04, 2.989436e-07
4.838617930475e+04, 2.991123e-07
4.843508567995e+04, 3.006646e-07
4.848399205515e+04, 2.972361e-07
4.853289843035e+04, 3.004891e-07
4.858180480555e+04, 3.114766e-07
4.863071118075e+04, 3.148039e-07
4.867961755596e+04, 3.102685e-07
4.872852393116e+04, 2.952046e-07
4.877743030636e+04, 2.839336e-07
4.882633668156e+04, 2.829955e-07
4.887524305676e+04, 2.845681e-07
4.892414943196e+04, 2.946242e-07
4.897305580716e+04, 3.010358e-07
4.902196218236e+04, 3.027231e-07
4.907086855756e+04, 2.901968e-07
4.911977493276e+04, 2.945567e-07
4.916868130796e+04, 2.942665e-07
4.921758768316e+04, 3.022709e-07
4.926649405836e+04, 3.201222e-07
4.931540043356e+04, 3.133596e-07
4.936430680876e+04, 2.875916e-07
4.941321318396e+04, 2.729664e-07
4.946211955916e+04, 2.826446e-07
4.951102593436e+04, 2.917896e-07
4.955993230956e+04, 3.009548e-07
4.960883868476e+04, 3.056792e-07
4.965774505996e+04, 2.985184e-07
4.970665143516e+04, 2.797965e-07
4.975555781036e+04, 2.700913e-07
4.980446418556e+04, 2.763207e-07
4.985337056076e+04, 2.822194e-07
4.990227693596e+04, 2.825298e-07
4.995118331116e+04, 2.901900e-07
5.000008968636e+04, 2.785276e-07
